YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ADMINISTRATOR_FTE,ADMINISTRATOR_SALARY_AVERAGE,TEACHER_FTE,TEACHER_SALARY_AVG,TEACHER_SALARY_AVG_REG_TERM,TEACHER_AVERAGE_YEARS_EXP,TEACHER_MAST_DEGREE_PERCENT
2016,003032,ROCK PORT R-II,1000,CENTRAL OFFICE,1.00,95000,0.40,54700,52250,43,100
2017,003032,ROCK PORT R-II,1000,CENTRAL OFFICE,1.00,97500,0.40,55218,52750,44,100
2018,003032,ROCK PORT R-II,1000,CENTRAL OFFICE,1.00,95000,0.37,65459,62986,45,100
2019,003032,ROCK PORT R-II,1000,CENTRAL OFFICE,1.00,90000,0.10,57310,53950,46,100
2012,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,64650,19.16,38352,35326,14.1,44.7
2013,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,62000,18.16,38131,34967,13,52.6
2014,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,70000,18.16,39815,36759,14,52.6
2015,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,60000,18.16,40794,37715,13.1,58.1
2016,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,61200,17.91,42929,39220,14.1,64.5
2017,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,61200,17.39,43758,39769,14.6,63.5
2018,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,70000,16.77,44682,40630,15,68.1
2019,003032,ROCK PORT R-II,1050,ROCK PORT HIGH,1.00,62000,16.29,45195,41185,16.6,61
2012,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,1.00,58500,20.00,35895,34950,16.3,48
2013,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,1.00,59094,20.37,35939,34845,17.1,44
2014,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,1.00,78000,19.87,37110,35876,16.7,38.2
2015,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,1.00,80370,19.88,37977,37254,17,38.2
2016,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,0.99,80370,20.25,38623,38116,17.1,52.3
2017,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,0.99,67000,20.15,39578,38970,17.2,54.6
2018,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,0.99,68220,20.18,40052,39507,17.9,54.7
2019,003032,ROCK PORT R-II,4020,ROCK PORT ELEM.,0.97,69675,20.45,40040,39483,17.4,50.4
2012,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,73950,0.00,0,0,0,0
2013,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,75300,0.00,0,0,0,0
2014,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,76675,0.00,0,0,0,0
2015,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,75000,0.00,0,0,0,0
2016,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,78000,0.00,0,0,0,0
2017,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,80000,0.00,0,0,0,0
2018,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,75000,0.00,0,0,0,0
2019,003033,FAIRFAX R-III,1000,CENTRAL OFFICE,1.00,80000,0.00,0,0,0,0
2012,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,55916,11.28,34096,32980,11.8,13.3
2013,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,57414,10.03,34544,33018,10,15
2014,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,58636,10.03,34583,33043,8.6,24.9
2015,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,61636,10.03,36104,34189,9.4,24.9
2016,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,62236,9.53,36510,34919,10.6,26.2
2017,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,63294,9.45,34241,34241,9.6,13.2
2018,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,64416,9.81,37422,35106,10.2,12.7
2019,003033,FAIRFAX R-III,1050,FAIRFAX HIGH,0.50,65252,10.25,35568,33415,7.6,22
2012,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,55914,11.22,31486,31328,12.8,20.1
2013,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,57416,11.22,32905,32608,13.7,20.1
2014,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,58638,10.22,34004,33669,15.2,31.8
2015,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,61638,10.22,34466,33645,12.7,31.8
2016,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,62236,10.72,34688,34028,13.2,30.3
2017,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,63294,10.72,32955,32955,8.9,18.7
2018,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,64414,11.44,32714,32285,6.8,8.7
2019,003033,FAIRFAX R-III,4020,FAIRFAX ELEM.,0.50,65252,11.37,33429,33058,7.8,17.6
2013,003033,FAIRFAX R-III,7500,COMMUNITY FOR KIDS,0.00,0,0.00,0,0,0,0
2014,003033,FAIRFAX R-III,7500,COMMUNITY FOR KIDS,0.00,0,0.00,0,0,0,0
2015,003033,FAIRFAX R-III,7500,COMMUNITY FOR KIDS,0.00,0,0.00,0,0,0,0
2016,003033,FAIRFAX R-III,7500,COMMUNITY FOR KIDS,0.00,0,0.00,0,0,0,0
2017,003033,FAIRFAX R-III,7500,COMMUNITY FOR KIDS,0.00,0,0.00,0,0,0,0
2018,003033,FAIRFAX R-III,7500,COMMUNITY FOR KIDS,0.00,0,0.00,0,0,0,0
2019,003033,FAIRFAX R-III,7500,COMMUNITY FOR KIDS,0.00,0,0.00,0,0,0,0
2012,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,1.00,72000,0.00,0,0,0,0
2013,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,1.00,73724,0.00,0,0,0,0
2014,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,1.00,77910,0.00,0,0,0,0
2016,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,1.00,80460,0.00,0,0,0,0
2017,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2018,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2019,004106,COMMUNITY R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2012,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,1.00,61000,20.57,33584,32205,8.1,53.5
2013,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,1.00,62537,19.57,33939,32853,8.6,51.1
2014,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,2.00,70175,18.71,33570,32612,7.6,26.7
2015,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,1.00,60000,16.98,34044,33037,6.8,29.4
2016,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,1.00,62850,16.57,35916,34114,8.2,24.1
2017,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,2.00,74510,15.76,37548,35233,8.1,35.7
2018,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,2.00,76210,17.81,38922,36251,10.1,49.5
2019,004106,COMMUNITY R-VI,1050,COMMUNITY HIGH,2.00,79125,19.35,39579,37012,9.3,38.5
2012,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,58500,11.43,34868,34651,16.2,17.5
2013,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,59995,11.43,35574,35357,17.2,17.5
2014,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,61795,11.29,35392,35175,16.2,17.7
2015,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,60012,12.02,34862,34828,15.9,25
2016,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,64970,11.43,37389,37223,18.5,17.5
2017,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,67560,11.24,36884,36626,10.1,38.9
2018,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,69260,12.05,36156,35382,7.6,43.1
2019,004106,COMMUNITY R-VI,4020,COMMUNITY ELEM.,1.00,72460,14.02,36338,35928,6.9,39.6
2012,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,1.00,79438,0.00,0,0,0,0
2013,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,1.00,81423,0.00,0,0,0,0
2014,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,1.20,81794,0.00,0,0,0,0
2015,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,1.00,93060,0.00,0,0,0,0
2016,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,1.00,95666,0.15,38947,38947,29,100
2017,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,1.00,96166,0.00,0,0,0,0
2018,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,1.00,96641,0.00,0,0,0,0
2019,004109,VAN-FAR R-I,1000,CENTRAL OFFICE,2.00,75795,0.00,0,0,0,0
2012,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.00,66625,22.49,37689,35328,14.2,49
2013,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.00,68291,22.13,37263,35215,14,41.3
2014,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.00,71705,22.27,38543,36169,14.4,41
2015,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.40,67731,20.33,38533,35943,13.5,35.1
2016,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.40,69627,19.46,39299,36759,14.3,41.8
2017,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.40,70328,20.68,38169,35954,12.8,44.9
2018,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.40,70803,20.42,37243,34739,8,51
2019,004109,VAN-FAR R-I,1050,VAN-FAR JR./SR. HIGH,1.00,78300,19.27,38202,35535,8.9,52.6
2012,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,2.40,50560,28.14,35156,34950,13,46.7
2013,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,2.40,51648,28.29,35772,35347,13.7,46.5
2014,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,1.00,64535,29.23,36429,36042,13.5,51.7
2015,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,1.60,57825,29.22,37016,36571,13.5,48.4
2016,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,1.60,59444,29.07,37382,36742,12.7,44.7
2017,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,1.60,59944,26.00,37950,37275,13.7,53.8
2018,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,1.60,60419,26.13,38815,38273,16,57.4
2019,004109,VAN-FAR R-I,4020,VAN-FAR ELEM.,1.00,65022,26.31,38941,38439,15.4,53.9
2012,004110,MEXICO 59,1000,CENTRAL OFFICE,2.85,84737,0.00,0,0,0,0
2013,004110,MEXICO 59,1000,CENTRAL OFFICE,2.77,93964,0.00,0,0,0,0
2014,004110,MEXICO 59,1000,CENTRAL OFFICE,2.85,94123,0.00,0,0,0,0
2015,004110,MEXICO 59,1000,CENTRAL OFFICE,2.77,99131,0.00,0,0,0,0
2016,004110,MEXICO 59,1000,CENTRAL OFFICE,2.65,102509,0.00,0,0,0,0
2017,004110,MEXICO 59,1000,CENTRAL OFFICE,2.65,100683,0.00,0,0,0,0
2018,004110,MEXICO 59,1000,CENTRAL OFFICE,2.00,117250,0.00,0,0,0,0
2019,004110,MEXICO 59,1000,CENTRAL OFFICE,2.00,120250,0.00,0,0,0,0
2012,004110,MEXICO 59,1050,MEXICO HIGH,4.00,64725,41.58,36660,35132,10.1,47.4
2013,004110,MEXICO 59,1050,MEXICO HIGH,4.00,70288,42.76,37830,36651,10.8,47
2014,004110,MEXICO 59,1050,MEXICO HIGH,3.00,71400,45.11,39520,37270,10.3,43
2015,004110,MEXICO 59,1050,MEXICO HIGH,3.00,74473,44.23,41089,38794,11.2,50.8
2016,004110,MEXICO 59,1050,MEXICO HIGH,3.00,75963,44.50,42043,39612,10.5,48.6
2017,004110,MEXICO 59,1050,MEXICO HIGH,3.00,76463,45.39,41627,39514,10.3,53.6
2018,004110,MEXICO 59,1050,MEXICO HIGH,2.00,76936,42.71,43090,40560,12.1,59
2019,004110,MEXICO 59,1050,MEXICO HIGH,2.00,81750,44.22,45151,42227,12.5,55.6
2012,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,1.00,70000,15.46,38400,38114,12.3,29.5
2013,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,1.00,72000,15.35,38073,37911,10.3,13
2014,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,0.50,141900,14.25,41628,41434,10.4,7
2015,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,1.00,73788,14.25,44545,44332,11.3,7
2016,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,1.00,75264,14.04,47419,47090,12.5,18.9
2017,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,1.00,75764,14.06,47316,46866,13.4,19.1
2018,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,1.00,76900,13.13,47075,46715,15.1,15.2
2019,004110,MEXICO 59,1100,DAVIS H. HART CAREER CTR.,1.00,79500,13.13,49396,48896,16.1,16.2
2012,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,63725,36.94,36432,35509,10.8,43.7
2013,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,65725,36.78,37544,36511,9.9,49.1
2014,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,69025,39.34,38648,36740,8.7,47.3
2015,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,71943,38.82,39381,37335,8,46.4
2016,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,73382,39.71,41064,39150,9.9,52.8
2017,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,73882,39.50,41078,39241,10,56.8
2018,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,74792,40.07,39880,38551,9,40
2019,004110,MEXICO 59,2050,MEXICO MIDDLE,2.00,77500,38.16,43122,41063,10.9,49.8
2012,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,1.00,59150,29.88,35628,35294,11,38.4
2013,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,1.00,61150,31.11,37103,36836,11.3,39.8
2014,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,1.00,67150,30.16,38076,37696,11.8,45.4
2015,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,1.00,69836,31.32,39543,39155,12.7,50.6
2016,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,2.00,64617,31.52,40990,40257,12.6,44.2
2017,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,2.00,65117,32.71,41148,40419,12.7,43.1
2018,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,2.00,63405,30.95,40674,40111,12.3,41.5
2019,004110,MEXICO 59,4020,EUGENE FIELD ELEM.,2.00,66500,31.29,40579,40010,10.5,22.9
2012,004110,MEXICO 59,4060,HAWTHORNE ELEM.,1.00,59150,28.52,36151,36040,12.1,40.2
2013,004110,MEXICO 59,4060,HAWTHORNE ELEM.,1.00,61150,30.27,36691,36470,10.4,37.2
2014,004110,MEXICO 59,4060,HAWTHORNE ELEM.,1.00,67150,30.61,37525,37223,10.7,37.9
2015,004110,MEXICO 59,4060,HAWTHORNE ELEM.,1.00,69836,30.89,37895,37587,9.2,41.7
2016,004110,MEXICO 59,4060,HAWTHORNE ELEM.,2.00,61600,33.92,38602,37960,8.5,43.7
2017,004110,MEXICO 59,4060,HAWTHORNE ELEM.,2.00,62100,33.24,39038,38629,9.2,50
2018,004110,MEXICO 59,4060,HAWTHORNE ELEM.,2.00,63032,31.99,39339,38934,10,46.5
2019,004110,MEXICO 59,4060,HAWTHORNE ELEM.,2.00,66000,32.69,41109,40569,10.3,44.6
2012,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.15,58000,23.89,36870,36685,14.3,36.9
2013,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.23,60260,24.89,37831,37661,13.5,34.4
2014,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.15,63609,25.48,38293,37951,13.1,30.7
2015,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.23,66494,24.80,39860,39352,14.3,41.3
2016,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.35,68046,24.77,41596,41263,14,48.7
2017,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.35,72741,24.75,40768,40425,13.1,40.8
2018,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.97,70295,25.33,39661,39491,11.5,35.9
2019,004110,MEXICO 59,4080,MCMILLAN ELEM.,1.00,71000,24.55,41760,41333,12.4,38.5
2012,005120,WHEATON R-III,1000,CENTRAL OFFICE,1.00,75000,0.00,0,0,0,0
2013,005120,WHEATON R-III,1000,CENTRAL OFFICE,1.00,77663,0.00,0,0,0,0
2014,005120,WHEATON R-III,1000,CENTRAL OFFICE,1.00,77663,0.00,0,0,0,0
2015,005120,WHEATON R-III,1000,CENTRAL OFFICE,1.00,81500,0.00,0,0,0,0
2016,005120,WHEATON R-III,1000,CENTRAL OFFICE,2.00,71189,0.00,0,0,0,0
2017,005120,WHEATON R-III,1000,CENTRAL OFFICE,2.00,71189,0.00,0,0,0,0
2018,005120,WHEATON R-III,1000,CENTRAL OFFICE,2.00,73015,0.00,0,0,0,0
2019,005120,WHEATON R-III,1000,CENTRAL OFFICE,2.00,69538,0.00,0,0,0,0
2012,005120,WHEATON R-III,1050,WHEATON HIGH,0.80,55000,16.70,39307,36508,12.2,37.1
2013,005120,WHEATON R-III,1050,WHEATON HIGH,0.90,60003,16.60,38930,36374,11.2,36.7
2014,005120,WHEATON R-III,1050,WHEATON HIGH,0.90,66000,16.10,37715,35071,9,22.4
2015,005120,WHEATON R-III,1050,WHEATON HIGH,0.90,67156,16.24,38900,36096,10.4,31.4
2016,005120,WHEATON R-III,1050,WHEATON HIGH,1.00,61800,14.28,39907,38509,12.3,53.5
2017,005120,WHEATON R-III,1050,WHEATON HIGH,1.00,61800,14.00,40338,38912,13.5,53.6
2018,005120,WHEATON R-III,1050,WHEATON HIGH,1.00,64118,14.00,40195,39258,12.9,53.6
2019,005120,WHEATON R-III,1050,WHEATON HIGH,1.00,60000,13.50,38757,38368,10.8,25.9
2012,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,63309,19.50,32825,32360,9.9,30.8
2013,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,65556,19.50,35061,33995,11.3,35.9
2014,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,66000,18.50,35570,34447,11.6,32.4
2015,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,67155,16.86,36795,36236,12.9,47.4
2016,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,61800,19.22,36390,35974,11,35.7
2017,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,61800,17.50,35965,35508,9.6,40
2018,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,64118,17.50,36470,36294,9.7,34.3
2019,005120,WHEATON R-III,4020,WHEATON ELEM.,1.00,62500,17.50,36811,36632,9.4,25.7
2012,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,3.00,63630,0.00,0,0,0,0
2013,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,3.00,63963,0.00,0,0,0,0
2014,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,2.14,70608,0.00,0,0,0,0
2015,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,2.25,73297,0.00,0,0,0,0
2016,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,2.00,75585,0.00,0,0,0,0
2017,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,2.00,75160,0.00,0,0,0,0
2018,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,2.00,74335,0.00,0,0,0,0
2019,005121,SOUTHWEST R-V,1000,CENTRAL OFFICE,1.86,77016,0.00,0,0,0,0
2012,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,67500,16.50,40408,37577,16.4,58.5
2013,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,68000,18.34,39836,37013,16.7,55.6
2014,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,70000,19.56,40283,37255,13.6,44.5
2015,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,75264,19.56,39859,36737,12.7,29.2
2016,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,76014,19.35,40248,37168,12.8,29.5
2017,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,69000,18.83,42136,38722,13.8,38.1
2018,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,70500,17.91,42873,39627,13,42.3
2019,005121,SOUTHWEST R-V,1050,SOUTHWEST HIGH,1.00,72000,17.00,45014,41421,12.8,61.4
2012,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,57955,17.66,35763,34971,12,44.1
2013,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,58455,18.03,35131,34325,11.6,35.8
2014,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,60455,18.14,36202,35623,12.5,33.5
2015,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,65002,18.15,37380,36592,12.7,40.2
2016,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,65752,16.57,36432,35604,11.5,31.9
2017,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,66752,17.95,37443,36767,13,27.6
2018,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,64500,17.93,38616,37616,11.9,24.7
2019,005121,SOUTHWEST R-V,3000,SOUTHWEST MIDDLE,1.00,66000,15.92,38626,37949,11,29.6
2012,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,65000,24.56,36097,35813,14.6,37.8
2013,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,65500,24.91,36003,35793,14.2,46.7
2014,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,67500,24.80,37235,37027,15.2,41.2
2015,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,63000,23.72,37573,37425,15.3,42.2
2016,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,64500,25.58,36204,35670,11.4,35.2
2017,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,65500,25.58,37466,37193,12,42.5
2018,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,67000,25.03,38954,38421,11.8,35.4
2019,005121,SOUTHWEST R-V,4020,SOUTHWEST ELEM.,1.00,68500,24.30,39756,39059,13.1,35.9
2012,005122,EXETER R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2013,005122,EXETER R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2014,005122,EXETER R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2015,005122,EXETER R-VI,1000,CENTRAL OFFICE,0.00,0,0.00,0,0,0,0
2016,005122,EXETER R-VI,1000,CENTRAL OFFICE,1.00,83000,0.00,0,0,0,0
2017,005122,EXETER R-VI,1000,CENTRAL OFFICE,1.00,86000,0.00,0,0,0,0
2018,005122,EXETER R-VI,1000,CENTRAL OFFICE,1.00,87500,0.00,0,0,0,0
2019,005122,EXETER R-VI,1000,CENTRAL OFFICE,1.00,89000,0.00,0,0,0,0
2012,005122,EXETER R-VI,1050,EXETER HIGH,1.50,65500,10.90,33820,33019,10.4,29
2013,005122,EXETER R-VI,1050,EXETER HIGH,1.50,67000,11.28,34356,32597,7.9,17.7
2014,005122,EXETER R-VI,1050,EXETER HIGH,0.00,0,11.94,36759,34550,8.5,39.5
2015,005122,EXETER R-VI,1050,EXETER HIGH,0.00,0,9.46,36937,35159,9.6,31.7
2016,005122,EXETER R-VI,1050,EXETER HIGH,1.00,66500,8.41,36554,34970,9.5,43.5
2017,005122,EXETER R-VI,1050,EXETER HIGH,1.00,67000,7.75,34095,34030,10.2,52.3
2018,005122,EXETER R-VI,1050,EXETER HIGH,1.00,71000,8.15,39024,38962,10.8,57.7
2019,005122,EXETER R-VI,1050,EXETER HIGH,1.00,56389,9.10,38562,38562,11.7,51.6
2012,005122,EXETER R-VI,4020,EXETER ELEM.,1.50,60833,18.44,32420,31766,6.4,28.1
2013,005122,EXETER R-VI,4020,EXETER ELEM.,1.50,59667,19.22,32522,31870,6.7,32.5
2014,005122,EXETER R-VI,4020,EXETER ELEM.,0.00,0,18.41,37204,35346,7.8,52.3
2015,005122,EXETER R-VI,4020,EXETER ELEM.,0.00,0,17.64,34519,33952,7.9,34.6
2016,005122,EXETER R-VI,4020,EXETER ELEM.,1.00,55500,16.58,34982,33969,8.1,44.2
2017,005122,EXETER R-VI,4020,EXETER ELEM.,1.00,57000,17.15,34999,34727,10,39.9
2018,005122,EXETER R-VI,4020,EXETER ELEM.,1.00,60000,16.30,35279,35015,10.7,38.8
2019,005122,EXETER R-VI,4020,EXETER ELEM.,1.00,56389,15.83,35826,35681,11.4,33
2012,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,4.00,83988,0.00,0,0,0,0
2013,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,3.00,84667,0.00,0,0,0,0
2014,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,3.00,87350,0.00,0,0,0,0
2015,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,3.00,89329,0.00,0,0,0,0
2016,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,3.00,97600,0.00,0,0,0,0
2017,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,3.00,100460,0.00,0,0,0,0
2018,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,3.00,102544,0.00,0,0,0,0
2019,005123,CASSVILLE R-IV,1000,CENTRAL OFFICE,4.00,98070,0.00,0,0,0,0
2012,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,75975,39.67,44294,41252,10.9,48.1
2013,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,77250,37.36,46096,42628,12.1,58.6
2014,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,79545,37.83,48039,44273,12.6,69.3
2015,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,80422,37.32,47784,44600,11.5,73.7
2016,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,77000,37.74,49740,46223,13.1,75.5
2017,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,79250,38.00,50505,46835,13.1,67.4
2018,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,80975,39.50,51607,48063,14.1,66.4
2019,005123,CASSVILLE R-IV,1050,CASSVILLE HIGH,2.00,77500,39.30,51492,47939,14.5,77.2
2012,005123,CASSVILLE R-IV,3000,CASSVILLE MIDDLE,2.00,71100,28.40,45994,43755,16.5,59.8
